SGN;HUI;20170509055500;20170509072000
JOG;PLM;20160713091000;20160713104500
PMI;VCE;20160803231500;20160804011500
NAP;IST;20161231190000;20161231222000
GOH;UAK;20161203080000;20161203091500
CGB;CNF;20160517160400;20160517191500
GAY;DEL;20160927155000;20160927183000
GDN;STN;20151021222500;20151021234000
REG;TRN;20160405144000;20160405163500
ECN;ADB;20160309105500;20160309122000
TYN;TAO;20160530181500;20160530195000
PVG;INC;20160813082000;20160813113000
FOC;CAN;20160406100000;20160406113000
KIS;NBO;20161014145000;20161014154000
ATH;HBE;20160618232500;20160619013000
AMS;BHX;20160701191500;20160701194000
PVG;SZX;20160702072500;20160702100000
TAC;MNL;20161225061500;20161225073500
DUB;LGW;20160716162500;20160716172500
GRU;CGR;20161025133000;20161025142200
SCL;PMC;20161104131500;20161104150500
YRL;YXL;20160610070500;20160610073000
TGI;LIM;20161107161000;20161107172500
URC;CKG;20160917084500;20160917123000
DPS;KUL;20160509191000;20160509221500
DXB;BKK;20160925205500;20160926064000
LPB;CBB;20170806142500;20170806150000
YEG;YWG;20161102150000;20161102191000
WTB;SYD;20160627061500;20160627075500
KMG;JHG;20160716082500;20160716092000
BKK;GAU;20161202093000;20161202104500
VIE;SBZ;20170614125500;20170614152000
BRU;VCE;20160608094500;20160608112000
PAS;ATH;20161221083000;20161221091000
WUH;DLC;20170323212500;20170323234000
PNH;SGN;20160513071000;20160513080500
NBO;DAR;20170205000000;20170205020000
SGN;HAN;20160512180500;20160512201000
YTZ;YHZ;20160526154500;20160526200500
YRL;YXL;20160610130500;20160610133500
NVT;GRU;20160510184000;20160510194500
OKA;NGO;20151026204000;20151026223500
KTM;DEL;20160402164500;20160402181500
SSA;SLZ;20160322151700;20160322195700
CBG;GOT;20160329070000;20160329100000
LHR;HAJ;20160331182000;20160331204500
DAD;HAN;20160424212000;20160424224000
LBA;LHR;20161108194000;20161108204500
KNO;CGK;20160612191000;20160612214000
DLC;TNA;20160614155000;20160614170000
MAD;SVQ;20160512220000;20160512230500
YRL;YXL;20160610191500;20160610194500
PLW;TLI;20170207123000;20170207131000
HEL;TXL;20161104081000;20161104090500
BRU;NCL;20170104210000;20170104212500
ORY;TLS;20161010070000;20161010081000
ATH;JIK;20170129120000;20170129125500
ESB;AMM;20161013141500;20161013160500
YWG;YYZ;20161102194500;20161102231000
MEX;YVR;20170420060000;20170420094500
SGN;HAN;20160512213500;20160512234000
CPH;VIE;20161209071500;20161209090500
FCO;VIE;20160525143500;20160525160000
GAN;MLE;20161024155500;20161024173000
ORY;NCE;20161103160000;20161103172500
BDO;SRG;20161006120500;20161006131000
SUB;CGK;20160509200000;20160509212500
YWG;YYZ;20160930104500;20160930140700
SZX;PEK;20161014121500;20161014153000
DUS;TXL;20170130180500;20170130191500
WLG;AKL;20161208070000;20161208080500
AMS;PRG;20161018064500;20161018081500
GIG;NAT;20160627140700;20160627171000
SGN;HAN;20160512232500;20160513013000
URC;CKG;20160917171500;20160917205500
LDS;PEK;20160406134000;20160406172500
TNA;URC;20160406163500;20160406224000
HKT;CKG;20160315140500;20160315191500
DEL;LKO;20160513213000;20160513224000
IBZ;NUE;20160625080500;20160625102000
CDG;TLS;20161107210000;20161107222000
KCH;MZV;20161003112000;20161003125500
YVR;YEG;20170126101000;20170126123800
RUH;DXB;20160714190000;20160714215000
OKA;HND;20170105184000;20170105205000
TRK;BEJ;20161226141500;20161226144000
LIS;AMS;20160728205500;20160729005000
DUB;PRG;20160715141000;20160715174000
PEK;YIW;20160812221500;20160813003000
AUH;JED;20160925081000;20160925100000
SXB;TLS;20160928144500;20160928162500
VCP;MII;20161222160500;20161222171500
CEE;RVH;20160801073000;20160802005000
CJU;GMP;20161103130000;20161103140500
NSK;DME;20160528083000;20160528085500
CGB;VCP;20160707133000;20160707163500
SAW;SXZ;20161025171500;20161026095000
GDL;MEX;20161126085800;20161126102500
AUH;FCO;20170316091000;20170316130000
HND;AOJ;20160727165500;20160727181000
CDG;FCO;20170302131000;20170302151500
NAP;IST;20161231113000;20161231144500
HAN;SGN;20170120154000;20170120175000
IST;ODS;20160729080500;20160729093000
FRA;HAM;20160731170000;20160731180500
GNS;PDG;20161016113000;20161016124000
HEL;TXL;20161104170000;20161104180000
YLW;YVR;20161128114000;20161128124000
TRN;PMO;20160602215500;20160602233500
POA;IGU;20160310095200;20160310124600
NAT;GIG;20160318171300;20160318203900
VCP;CWB;20160523103700;20160523114100
STR;LHR;20160330191500;20160330195500
FOC;CAN;20160406184000;20160406200500
CEB;KIX;20160513091500;20160513142500
AQJ;IST;20160710020000;20160710043500
BGW;IST;20160808044500;20160808075500
NUE;VIE;20160628063000;20160628074000
BOM;JAI;20160901092500;20160901114000
LPB;CBB;20170806162500;20170806170000
UIH;SGN;20160612085500;20160612100500
TBS;SAW;20170720051500;20170720063500
DME;AER;20160622125500;20160622151500
OTP;IST;20160618083500;20160618095000
AMD;BOM;20170120094500;20170120110000
CGH;CWB;20161116073000;20161116083500
BAH;AUH;20170212170000;20170212191500
AMS;NRT;20161230143000;20161231094500
ORY;TNG;20170414152500;20170414170000
